title,date,keywords,keyphrase,popular words
Beer & Tech at Futurice Berlin,10 Apr 2015,"['berlinbeertech', 'berlin', 'beer', 'tech', 'futurice']","['berlin futurice', 'futurice berlin', 'beer tech', 'channels berlinbeertech']","[('\xa0', 7), ('beer', 4), ('futurice', 4), ('berlin', 4), ('tech', 3), ('talk', 3), ('design', 2), ('service', 2), ('enjoy', 2), ('like', 1)]"
"CMS done right, vol. 2",8 Apr 2015,"['cms', 'prismic', 'contentful', 'saas', 'documenting']","['content management', 'manage content', 'saas content', 'site prismic']","[('document', 30), ('content', 26), ('prismic.io', 15), ('tag', 13), ('set', 9), ('type', 9), ('site', 7), ('create', 7), ('\xa0', 7), ('api', 6)]"
"CMS done right, vol. 1",1 Apr 2015,"['cms', 'monolithic', 'frontend', 'contentful', 'scalability']","['cms architecture', 'implementing cms', 'traditional cms', 'content cms']","[('content', 15), ('presentation', 12), ('cms', 11), ('drupal', 11), ('layer', 11), ('management', 9), ('service', 9), ('solution', 8), ('like', 7), ('separate', 6)]"
Prototyping is always worth it,27 Mar 2015,"['prototype', 'mvps', 'prototyped', 'development', 'viable']","['product mvp', 'building mvp', 'mvp test', 'build mvp']","[('product', 27), ('\xa0', 21), ('mvp', 20), ('test', 10), ('service', 9), ('user', 9), ('prototype', 7), ('customer', 7), ('build', 6), ('business', 6)]"
I'd like to have some LCD on my Pi,26 Mar 2015,"['lcd', 'ads7846_device', 'touchscreen', 'screen', 'device']","['lcd kernel', 'lcd pi', 'lcd module', 'make lcd']","[('\xa0', 67), ('screen', 38), ('touch', 19), ('device', 12), ('need', 12), ('lcd', 11), ('work', 10), ('change', 10), ('console', 10), ('\n', 9)]"
Declarative web applications with Polymer’s two-way data-binding,20 Mar 2015,"['polymer', 'currency', 'binding', 'component', 'declarative']","['web polymer', 'google polymer', 'declarative polymer', 'apps polymer']","[('\xa0', 9), ('element', 9), ('polymer', 8), ('web', 6), ('try', 5), ('step', 5), ('like', 5), ('declarative', 4), ('data', 4), ('custom', 4)]"
"BUILD, MEASURE, LEARN - Feedback and analysis in digital service development projects",13 Mar 2015,"['documentation', 'development', 'feedback', 'process', 'comprehensive']","['iterative development', 'service development', 'continuous development', 'feedback process']","[('feedback', 16), ('service', 16), ('\xa0', 16), ('user', 15), ('development', 10), ('application', 9), ('analytic', 9), ('build', 8), ('project', 8), ('feature', 8)]"
Six attributes of a good service designer,10 Mar 2015,"['design', 'designer', 'service', 'industrial', 'experience']","['service designers', 'service designer', 'service experiences', 'service design']","[('service', 39), ('design', 31), ('designer', 28), ('\xa0', 23), ('experience', 14), ('people', 13), ('work', 13), ('user', 13), ('create', 10), ('good', 9)]"
Play-Doh goes digital,24 Feb 2015,"['playdoh', 'toy', 'putty', 'acid', 'digitally']","['play doh', 'doh invented', 'doh vegetables', 'doh cake']","[('\xa0', 51), ('play', 30), ('doh', 24), ('digital', 16), ('toy', 7), ('\n', 7), ('video', 7), ('think', 7), ('company', 7), ('actually', 6)]"
Ten steps towards a lean service development process,13 Feb 2015,"['development', 'lean', 'step', 'process', 'optimize']","['lean development', 'processes leaner', 'process leaner', 'lean service']","[('product', 38), ('development', 21), ('user', 16), ('process', 15), ('customer', 11), ('build', 11), ('design', 10), ('service', 9), ('\n', 9), ('lean', 8)]"
A culture of experimentation is the key to survival,12 Feb 2015,"['experimentation', 'agile', 'digitalization', 'revolutionize', 'culture']","['culture experimentation', 'companies experiment', 'experimentation rewarded', 'failure experimentation']","[('company', 10), ('digital', 6), ('experiment', 5), ('service', 5), ('business', 5), ('digitalization', 4), ('customer', 4), ('need', 4), ('build', 4), ('experimentation', 3)]"
Validating in-app purchases in your iOS app,10 Feb 2015,"['payment', 'app', 'purchase', 'payment', 'pay']","['paid apps', 'app purchase', 'app purchases', 'purchases app']","[('app', 54), ('receipt', 47), ('purchase', 30), ('apple', 23), ('server', 21), ('validation', 16), ('provide', 14), ('user', 14), ('client', 14), ('ios', 13)]"
Programmer proverbs,9 Feb 2015,"['programmer', 'proverb', 'hire', 'learn', 'advice']","['programmer proverbs', 'proverbs programmer', 'programmer learn', 'learn relentlessly']","[('programmer', 2), ('proverb', 1), ('learn', 1), ('relentlessly', 1), ('short', 1), ('deep', 1), ('collection', 1), ('advice', 1), ('               ', 1), ('hire', 1)]"
Better than Google — Use cases for topical search,9 Jan 2015,"['search', 'search', 'elasticsearch', 'google', 'shopping']","['shopping searches', 'search engine', 'search features', 'effective search']","[('search', 54), ('engine', 26), ('google', 9), ('well', 8), ('web', 8), ('result', 8), ('custom', 7), ('datum', 7), ('topical', 6), ('example', 5)]"
From T to Pi: design skill expectations in change,8 Jan 2015,"['designer', 'designer', 'artistic', 'talent', 'trait']","['designers talent', 'design skill', 'design abilities', 'expectations designers']","[('skill', 21), ('design', 19), ('designer', 14), ('work', 11), ('shape', 9), ('people', 9), ('t', 6), ('pi', 6), ('expectation', 6), ('expertise', 6)]"
Futurice Open Source Program - The Spice Program,19 Dec 2014,"['consult', 'agile', 'marketing', 'futurice', 'spiceprogram']","['software consulting', 'consulting business', 'impact consultancy', 'practicalities company']","[('people', 30), ('company', 27), ('open', 21), ('good', 21), ('source', 20), ('work', 17), ('program', 12), ('\n', 12), ('project', 12), ('find', 12)]"
An example of functional design,11 Dec 2014,"['functional', 'fetchjob', 'implementation', 'future', 'scala']","['functional programs', 'future functional', 'functional design', 'functional programming']","[('job', 26), ('future', 14), ('fetch', 14), ('functional', 13), ('request', 13), ('single', 11), ('structure', 11), ('example', 10), ('implicit', 10), ('backend', 10)]"
A Father's Story,3 Dec 2014,"['screen', 'parent', 'childhood', 'technology', 'cope']","['screen time', 'time parents', 'time children', 'parents control']","[('\xa0', 102), ('parent', 24), ('game', 21), ('time', 15), ('screen', 11), ('kid', 11), ('child', 9), ('social', 8), ('world', 7), ('like', 7)]"
Sponsoring free-time Open Source activities,20 Nov 2014,"['sponsor', 'sponsorship', 'sponsor', 'contribution', 'voluntary']","['financially sponsors', 'sponsoring free', 'source contributions', 'purpose sponsorship']","[('open', 22), ('source', 21), ('\xa0', 20), ('contribution', 11), ('people', 9), ('benefit', 8), ('sponsor', 7), ('time', 6), ('company', 6), ('good', 6)]"
Ladies – I’m All Ears,16 Nov 2014,"['superhero', 'superhero', 'inspiration', 'trait', 'programming']","['superhero class', 'class superheroes', 'share superhero', 'miss superhero']","[('slush', 5), ('\xa0', 5), ('share', 4), ('learn', 4), ('class', 3), ('note', 3), ('kid', 3), ('speaker', 3), ('sanna', 3), ('superhero', 2)]"
Rx in practice,5 Nov 2014,"['reactive', 'reactiveproperty', 'reactivepropertie', 'rx', 'observable']","['reactive programming', 'use reactive', 'reactive architectural', 'create reactive']","[('reactive', 24), ('observable', 24), ('code', 19), ('use', 15), ('rx', 14), ('need', 12), ('time', 12), ('programming', 11), ('way', 11), ('property', 10)]"
Reactive MVC and the Virtual DOM,2 Nov 2014,"['react', 'reactive', 'framework', 'rendering', 'browserify']","['react frameworks', 'frameworks react', 'react counterpart', 'react implementations']","[('event', 44), ('model', 34), ('view', 33), ('reactive', 30), ('dom', 29), ('react', 28), ('component', 28), ('virtual', 23), ('module', 22), ('mvi', 19)]"
Build environment like it's 1986,8 Oct 2014,"['z80', 'build', 'rom', 'xcode', 'emulator']","['spectrum rom', 'mhz zilog', 'different z80', 'zx spectrum']","[('\xa0', 18), ('environment', 6), ('zx', 5), ('spectrum', 5), ('include', 5), ('build', 4), ('computer', 4), ('code', 4), ('compiler', 4), ('1986', 3)]"
NPM registry in numbers,18 Sept 2014,"['package', 'npmj', 'lodash', 'registry', 'underscore']","['packages npm', 'npm registry', 'package count', 'npm package']","[('\xa0', 56), ('package', 42), ('license', 10), ('dependency', 9), ('npm', 8), ('set', 8), ('registry', 7), ('underscore', 6), ('depend', 6), ('development', 5)]"
Android development has its own Swift,22 Jul 2014,"['android', 'java', 'app', 'developer', 'swift']","['android development', 'developing android', 'develop android', 'languages android']","[('xtend', 28), ('java', 21), ('language', 19), ('\xa0', 19), ('android', 18), ('code', 16), ('development', 12), ('class', 11), ('compile', 9), ('`', 8)]"
Reservator,16 Jul 2014,"['android', 'room', 'meeting', 'display', 'reservation']","['room application', 'rooms application', 'meeting rooms', 'reservation display']","[('room', 20), ('reservator', 12), ('meeting', 7), ('application', 7), ('google', 7), ('time', 6), ('use', 6), ('find', 5), ('open', 5), ('available', 4)]"
Managing UX in Scrum Project,7 Jul 2014,"['prototype', 'prototype', 'scrum', 'agile', 'validation']","['prototyping scrum', 'incorporate prototyping', 'handled prototyping', 'ux prototyping']","[('team', 18), ('work', 15), ('sprint', 14), ('story', 13), ('like', 11), ('time', 11), ('\xa0', 10), ('item', 10), ('option', 8), ('approach', 8)]"
On weddings and brainstorming ideas,3 Apr 2014,"['brainstorm', 'wedding', 'wedding', 'ideation', 'colleague']","['weddings brainstorming', 'thought wedding', 'family wedding', 'holding brainstorming']","[('wedding', 19), ('session', 18), ('idea', 14), ('people', 8), ('friend', 8), ('brainstorm', 6), ('family', 6), ('know', 6), ('ritual', 6), ('couple', 5)]"
Introducing children to the joy of programming,28 Feb 2014,"['programming', 'teach', 'drawing', 'child', 'tilda']","['programming parents', 'teaching programming', 'programs children', 'doing programming']","[('programming', 16), ('computer', 11), ('child', 10), ('year', 8), ('code', 7), ('school', 7), ('old', 6), ('time', 6), ('language', 6), ('tilda', 5)]"
Android Unit Testing in Android Studio and CI Environments,3 Feb 2014,"['android', 'emulator', 'test', 'junit', 'buildfile']","['android testing', 'testing android', 'tests android', 'android test']","[('test', 48), ('run', 27), ('android', 26), ('studio', 18), ('app', 18), ('project', 15), ('build', 14), ('robolectric', 13), ('add', 13), ('plugin', 12)]"
"UX in B2B systems, part 1: what is it all about?",15 Jan 2014,"['b2b', 'usability', 'business', 'mobile', 'application']","['b2b enterprise', 'b2b aware', 'designing b2b', 'experience b2b']","[('system', 41), ('user', 37), ('b2b', 30), ('design', 23), ('need', 14), ('ux', 12), ('context', 11), ('use', 10), ('work', 10), ('application', 9)]"
Tech Pick of the Week: Log anomaly detection tools,12 Dec 2013,"['log', 'monitor', 'analytic', 'intrusion', 'anomaly']","['monitoring logs', 'logs mining', 'analyze logs', 'detection log']","[('log', 38), ('anomaly', 25), ('detection', 19), ('prelert', 12), ('tool', 10), ('detect', 10), ('threshold', 9), ('unexpected', 8), ('maintainer', 8), ('\xa0', 8)]"
Tech Pick of the Week: Rx for .NET and RxJava for Android,22 Oct 2013,"['rx', 'rxjava', 'reactive', 'app', 'asynctask']","['rx apps', 'applications rx', 'introducing rxjava', 'applications rxjava']","[('rx', 21), ('datum', 15), ('code', 11), ('model', 8), ('need', 8), ('stream', 7), ('rxjava', 6), ('view', 6), ('textbox', 6), ('list', 6)]"
Lean Startup is a business development framework,26 Aug 2013,"['lean', 'startup', 'startup', 'agile', 'framework']","['lean startup', 'startup lean', 'framework lean', 'using lean']","[('startup', 39), ('product', 31), ('business', 23), ('lean', 22), ('customer', 13), ('service', 10), ('assumption', 10), ('early', 10), ('problem', 10), ('framework', 9)]"
Join us in sharing,28 Jun 2013,"['workplace', 'finland', 'improve', 'trait', 'futurice']","['finland work', 'work improving', 'improving work', 'improve work']","[('work', 9), ('life', 7), ('share', 5), ('improve', 5), ('company', 4), ('join', 3), ('believe', 3), ('good', 3), ('result', 3), ('strongly', 2)]"
Sharing at the Futurice code camp,24 Jun 2013,"['github', 'gist', 'share', 'collaboration', 'snippet']","['code sharing', 'share code', 'gists code', 'github gist']","[('code', 9), ('share', 6), ('camp', 5), ('rxjs', 5), ('stream', 5), ('futurice', 4), ('people', 4), ('gist', 4), ('want', 3), ('motivate', 3)]"
Friendship without limits – UX,10 Apr 2013,"['professionalism', 'workshop', 'specialization', 'designer', 'generalist']","['versus specialists', 'professionals workshops', 'collaboration designers', 'professionalism eagerness']","[('designer', 15), ('people', 9), ('code', 8), ('work', 7), ('developer', 7), ('love', 6), ('smart', 6), ('know', 6), ('user', 6), ('ux', 5)]"
"Photoshop, we need to talk",5 Feb 2013,"['photoshop', 'design', 'illustrator', 'art', 'love']","['photoshop love', 'art loved', 'dear photoshop', 'graphics create']","[('design', 6), ('photoshop', 5), ('love', 5), ('like', 5), ('need', 4), ('feel', 4), ('good', 4), ('look', 4), ('way', 3), ('interface', 3)]"
5 steps to a great application,29 Oct 2012,"['apply', 'applicant', 'recruit', 'application', 'cv']","['job applications', 'applications feel', 'applicants feel', 'interview applications']","[('application', 39), ('job', 16), ('tell', 13), ('person', 12), ('want', 11), ('work', 11), ('people', 11), ('find', 10), ('interview', 9), ('company', 9)]"
Julkishallinnon tietotekniikka on päivitettävä 2010-luvulle,1 Oct 2012,"['tietotekniikassaan', 'tietotekniikan', 'tietotekniikkauutiset', 'lipunmyyntijärjestelmäänsä', 'ohjelmistotoimittajien']","['olla tietotekniikan', 'julkishallinnon tietotekniikan', 'julkishallinnon tietotekniikka', 'tietotekniikka päivitettävä']","[('ja', 33), ('tietotekniikan', 10), ('julkisen', 7), ('jotka', 7), ('koulukunnan', 7), ('sektorin', 6), ('ovat', 6), ('että', 6), ('vr', 5), ('ei', 5)]"
Futurice – Europe's best workplace,7 Jun 2012,"['futurice', 'happiness', 'survey', 'workplace', 'helsinki']","['futurice europe', 'futurice people', 'customers happy', 'happiness factory']","[('value', 4), ('happy', 3), ('futurice', 2), ('wow', 2), ('great', 2), ('continuation', 2), ('national', 2), ('prize', 2), ('year', 2), ('ton', 2)]"
You must be somewhere in London,30 May 2012,"['london', 'paddington', 'accommodation', 'berlin', 'work']","['london business', 'opportunities london', 'fast london', 'london time']","[('work', 7), ('london', 6), ('time', 6), ('project', 6), ('team', 5), ('usual', 4), ('latte', 4), ('know', 4), ('business', 4), ('email', 4)]"
Decision making at Futurice,7 May 2012,"['futurice_decision_make', 'decision', 'futurice', 'responsibility', 'hierarchy']","['responsibility futurice', 'cases futurice_decision_making', 'decisions decisions', 'complicated decisions']","[('decision', 9), ('futurice', 4), ('thing', 4), ('responsibility', 4), ('good', 4), ('company', 3), ('power', 3), ('decide', 3), ('come', 3), ('boss', 3)]"
Designing and building apps for four platforms in 50 hours,17 Feb 2012,"['restaurantday', 'restaurant', 'app', 'mobile', 'helsinki']","['applications restaurant', 'restaurantday org', 'restaurant day', 'make restaurant']","[('restaurant', 9), ('day', 8), ('application', 8), ('mobile', 6), ('week', 5), ('volunteer', 5), ('organize', 5), ('weekend', 5), ('platform', 4), ('people', 4)]"
